date,USD_JPY,EUR_JPY
2014-05-28,101.95,138.73
2014-05-29,101.63,138.34
2014-05-30,101.68,138.36
2014-06-02,102.08,138.94
2014-06-03,102.34,139.64
2014-06-04,102.58,139.78
2014-06-05,102.63,139.24
2014-06-06,102.41,139.71
2014-06-09,102.43,139.39
2014-06-10,102.33,138.63
2014-06-11,102.01,138.19
2014-06-12,102.1,138.12
2014-06-13,102.02,138.08
2014-06-16,101.84,137.81
2014-06-17,102.0,138.4
2014-06-18,102.23,138.65
2014-06-19,101.92,138.82
2014-06-20,102.06,138.68
2014-06-23,101.84,138.46
2014-06-24,101.92,138.8
2014-06-25,101.89,138.73
2014-06-26,101.79,138.49
2014-06-27,101.39,138.09
2014-06-30,101.36,138.44
2014-07-01,101.53,138.98
2014-07-02,101.53,138.65
2014-07-03,101.91,139.06
2014-07-04,102.05,138.67
2014-07-07,101.92,138.53
2014-07-08,101.74,138.26
2014-07-09,101.73,138.38
2014-07-10,101.35,137.87
2014-07-11,101.32,137.75
2014-07-14,101.48,138.29
2014-07-15,101.58,138.28
2014-07-16,101.78,137.73
2014-07-17,101.49,137.27
2014-07-18,101.35,137.07
2014-07-21,101.32,136.97
2014-07-22,101.57,136.93
2014-07-23,101.38,136.51
2014-07-24,101.67,136.97
2014-07-25,101.91,136.97
2014-07-28,101.79,136.74
2014-07-29,102.05,137.04
2014-07-30,102.27,137.05
2014-07-31,102.89,137.66
2014-08-01,102.96,137.92
2014-08-04,102.61,137.72
2014-08-05,102.72,137.46
2014-08-06,102.35,136.58
2014-08-07,102.3,136.76
2014-08-08,101.92,136.45
2014-08-11,102.14,136.72
2014-08-12,102.27,136.49
2014-08-13,102.46,136.89
2014-08-14,102.44,136.99
2014-08-15,102.58,137.33
2014-08-18,102.53,137.22
2014-08-19,102.68,137.12
2014-08-20,103.3,137.23
2014-08-21,103.84,137.71
2014-08-22,103.79,137.7
2014-08-25,103.89,137.13
2014-08-26,103.96,137.15
2014-08-27,103.88,136.88
2014-08-28,103.72,136.68
2014-08-29,103.97,137.11
2014-09-01,104.29,136.97
2014-09-02,104.94,137.63
2014-09-03,105.02,138.11
2014-09-04,105.18,136.89
2014-09-05,105.24,136.27
2014-09-08,105.29,136.32
2014-09-09,106.11,136.9
2014-09-10,106.66,137.9
2014-09-11,107.04,138.38
2014-09-12,107.28,138.72
2014-09-15,107.26,138.48
2014-09-16,107.09,138.67
2014-09-17,107.32,139.05
2014-09-18,108.85,140.11
2014-09-19,108.81,139.84
2014-09-22,109.06,140.09
2014-09-23,108.49,139.87
2014-09-24,108.76,139.5
2014-09-25,109.25,138.88
2014-09-26,109.12,138.93
2014-09-29,109.42,138.97
2014-09-30,109.76,138.11
2014-10-01,109.92,138.53
2014-10-02,108.84,137.47
2014-10-03,108.96,137.46
2014-10-06,109.23,137.25
2014-10-07,108.59,136.9
2014-10-08,108.32,136.97
2014-10-09,107.63,137.37
2014-10-10,107.83,136.27
2014-10-13,107.22,135.95
2014-10-14,106.98,135.29
2014-10-15,106.98,135.5
2014-10-16,105.85,134.95
2014-10-17,106.41,136.45
2014-10-20,106.96,136.62
2014-10-21,106.72,136.2
2014-10-22,106.98,135.79
2014-10-23,107.68,136.42
2014-10-24,107.94,136.64
2014-10-27,107.86,136.76
2014-10-28,107.82,137.45
2014-10-29,108.15,137.75
2014-10-30,108.96,137.27
2014-10-31,111.93,140.18
2014-11-03,113.82,142.19
2014-11-04,113.44,141.96
2014-11-05,114.75,143.21
2014-11-06,114.51,143.33
2014-11-07,115.3,142.89
2014-11-10,114.18,142.56
2014-11-11,115.81,143.88
2014-11-12,115.21,143.63
2014-11-13,115.5,143.87
2014-11-14,116.55,144.94
2014-11-17,116.28,145.3
2014-11-18,116.6,145.91
2014-11-19,117.63,147.45
2014-11-20,118.23,148.25
2014-11-21,117.9,146.46
2014-11-24,118.31,146.82
2014-11-25,118.05,146.66
2014-11-26,117.76,146.91
2014-11-27,117.52,146.67
2014-11-28,118.31,147.69
2014-12-01,118.39,147.62
2014-12-02,119.19,148.08
2014-12-03,119.37,147.2
2014-12-04,119.93,147.64
2014-12-05,120.55,149.03
2014-12-08,121.1,148.45
2014-12-09,119.67,148.02
2014-12-10,118.89,147.33
2014-12-11,118.44,147.2
2014-12-12,118.4,147.41
2014-12-15,118.84,147.67
2014-12-16,116.29,145.79
2014-12-17,117.2,145.89
2014-12-18,118.81,145.96
2014-12-19,119.24,146.41
2014-12-22,119.96,147.06
2014-12-23,120.2,146.8
2014-12-24,120.36,147.07
2014-12-29,120.49,146.96
2014-12-30,119.58,145.41
2014-12-31,119.62,145.23
2015-01-02,120.58,145.21
2015-01-05,120.02,143.0
2015-01-06,118.93,141.69
2015-01-07,119.32,141.17
2015-01-08,119.82,141.0
2015-01-09,119.2,140.81
2015-01-12,119.08,140.56
2015-01-13,118.45,139.56
2015-01-14,116.76,137.48
2015-01-15,116.57,136.48
2015-01-16,116.55,135.06
2015-01-19,117.42,136.27
2015-01-20,118.64,137.37
2015-01-21,117.37,136.07
2015-01-22,117.66,136.7
2015-01-23,117.99,132.12
2015-01-26,118.31,133.03
2015-01-27,117.71,133.08
2015-01-28,117.86,133.7
2015-01-29,117.92,133.43
2015-01-30,117.72,133.08
2015-02-02,117.65,133.06
2015-02-03,117.33,133.48
2015-02-04,117.5,134.49
2015-02-05,117.42,133.98
2015-02-06,117.31,134.28
2015-02-09,118.6,133.72
2015-02-10,119.21,134.67
2015-02-11,119.76,135.5
2015-02-12,119.81,135.72
2015-02-13,119.02,135.46
2015-02-16,118.57,135.26
2015-02-17,118.8,135.61
2015-02-18,119.32,135.69
2015-02-19,119.01,135.52
2015-02-20,118.53,133.91
2015-02-23,119.05,134.5
2015-02-24,119.49,135.36
2015-02-25,118.91,134.92
2015-02-26,118.88,134.54
2015-02-27,119.26,134.05
2015-03-02,119.77,134.47
2015-03-03,119.75,133.74
2015-03-04,119.7,133.15
2015-03-05,120.25,133.1
2015-03-06,119.93,131.48
2015-03-09,120.91,131.31
2015-03-10,121.34,130.29
2015-03-11,121.32,128.33
2015-03-12,120.88,128.29
2015-03-13,121.46,128.41
2015-03-16,121.21,127.96
2015-03-17,121.2,128.9
2015-03-18,121.18,128.35
2015-03-19,120.93,129.12
2015-03-20,120.88,130.26
2015-03-23,119.87,130.8
2015-03-24,119.53,130.89
2015-03-25,119.37,131.13
2015-03-26,119.08,130.67
2015-03-27,119.19,129.39
2015-03-30,119.89,130.02
2015-03-31,119.85,128.95
2015-04-01,120.21,129.29
2015-04-02,119.66,129.59
2015-04-07,120.15,130.33
2015-04-08,119.77,130.09
2015-04-09,119.94,129.22
2015-04-10,120.45,127.32
2015-04-13,120.55,127.2
2015-04-14,119.91,126.67
2015-04-15,119.6,126.52
2015-04-16,119.17,127.64
2015-04-17,118.78,128.45
2015-04-20,119.07,127.68
2015-04-21,119.39,127.75
2015-04-22,119.57,128.45
2015-04-23,120.09,129.36
2015-04-24,119.51,129.36
2015-04-27,119.41,129.23
2015-04-28,119.05,130.09
2015-04-29,119.25,131.2
2015-04-30,118.82,133.26
2015-05-04,120.22,134.07
2015-05-05,120.46,133.92
2015-05-06,119.85,134.59
2015-05-07,119.17,134.72
2015-05-08,120.22,134.9
2015-05-11,119.94,133.64
2015-05-12,119.98,134.85
2015-05-13,119.7,134.31
2015-05-14,119.2,136.12
2015-05-15,119.86,135.78
2015-05-18,119.7,136.33
2015-05-19,120.18,134.36
2015-05-20,120.91,134.43
2015-05-21,121.07,134.79
2015-05-22,120.93,135.01
2015-05-25,121.51,133.39
2015-05-26,122.71,134.07
2015-05-27,123.7,134.37
2015-05-28,124.23,135.36
2015-05-29,123.93,135.95
2015-06-01,124.08,135.79
2015-06-02,124.69,137.52
2015-06-03,124.36,138.46
2015-06-04,124.12,140.47
2015-06-05,124.77,139.97
2015-06-08,125.28,139.84
2015-06-09,124.06,139.56
2015-06-10,122.96,138.69
2015-06-11,123.71,138.95
2015-06-12,123.69,138.78
2015-06-15,123.5,138.54
2015-06-16,123.42,138.42
2015-06-17,123.93,139.78
2015-06-18,122.71,139.94
2015-06-19,123.19,139.19
2015-06-22,123.23,139.8
2015-06-23,123.81,138.72
2015-06-24,123.9,138.93
2015-06-25,123.61,138.52
2015-06-26,123.71,138.58
2015-06-29,122.89,136.81
2015-06-30,122.45,137.01
2015-07-01,123.09,136.63
2015-07-02,123.64,136.82
2015-07-03,122.91,136.38
2015-07-06,122.74,135.11
2015-07-07,122.48,133.88
2015-07-08,121.44,133.88
2015-07-09,121.49,134.3
2015-07-10,122.38,136.88
2015-07-13,123.36,136.3
2015-07-14,123.31,136.02
2015-07-15,123.49,135.95
2015-07-16,124.14,134.9
2015-07-17,123.99,135.01
2015-07-20,124.24,134.83
2015-07-21,124.39,135.17
2015-07-22,123.81,134.98
2015-07-23,123.78,136.15
2015-07-24,124.05,135.7
2015-07-27,123.2,136.23
2015-07-28,123.77,136.46
2015-07-29,123.75,136.5
2015-07-30,124.37,136.25
2015-07-31,124.32,136.34
2015-08-03,124.25,136.07
2015-08-04,124.0,136.07
2015-08-05,124.26,135.23
2015-08-06,124.89,135.94
2015-08-07,124.7,136.43
2015-08-10,124.7,136.67
2015-08-11,124.82,137.99
2015-08-12,124.11,138.45
2015-08-13,124.43,138.23
2015-08-14,124.16,138.7
2015-08-17,124.52,138.22
2015-08-18,124.27,137.44
2015-08-19,124.36,137.31
2015-08-20,123.85,138.5
2015-08-21,122.68,138.4
2015-08-24,119.86,137.8
2015-08-25,119.8,137.84
2015-08-26,119.68,136.46
2015-08-27,120.19,135.62
2015-08-28,120.84,136.16
2015-08-31,121.33,136.07
2015-09-01,120.03,134.87
2015-09-02,120.13,135.21
2015-09-03,120.21,134.98
2015-09-04,119.25,132.82
2015-09-07,119.41,133.09
2015-09-08,119.89,133.82
2015-09-09,120.88,134.65
2015-09-10,121.04,135.38
2015-09-11,120.71,136.02
2015-09-14,120.34,136.04
2015-09-15,119.65,135.44
2015-09-16,120.64,135.45
2015-09-17,120.9,136.76
2015-09-18,119.37,136.31
2015-09-21,120.44,135.5
2015-09-22,119.9,133.75
2015-09-23,120.21,134.03
2015-09-24,119.63,134.48
2015-09-25,120.99,134.92
2015-09-28,120.08,134.13
2015-09-29,119.94,134.38
2015-09-30,120.23,134.69
2015-10-01,119.75,133.56
2015-10-02,120.29,134.24
2015-10-05,120.21,135.07
2015-10-06,120.34,135.07
2015-10-07,120.1,135.3
2015-10-08,119.89,134.92
2015-10-09,120.27,136.65
2015-10-12,120.12,136.61
2015-10-13,119.71,136.16
2015-10-14,119.61,136.48
2015-10-15,118.22,135.23
2015-10-16,119.06,135.25
2015-10-19,119.38,135.29
2015-10-20,119.72,136.16
2015-10-21,120.05,136.3
2015-10-22,119.76,135.49
2015-10-23,120.71,133.8
2015-10-26,121.02,133.26
2015-10-27,120.3,133.06
2015-10-28,120.32,133.38
2015-10-29,121.04,132.3
2015-10-30,120.61,132.88
2015-11-02,120.58,133.02
2015-11-03,120.85,132.65
2015-11-04,121.12,132.45
2015-11-05,121.89,132.65
2015-11-06,121.88,132.41
2015-11-09,123.5,133.08
2015-11-10,123.22,131.98
2015-11-11,123.09,131.9
2015-11-12,122.99,131.92
2015-11-13,122.67,132.04
2015-11-16,123.11,132.01
2015-11-17,123.23,131.49
2015-11-18,123.43,131.65
2015-11-19,123.14,131.6
2015-11-20,122.83,131.28
2015-11-23,123.15,130.92
2015-11-24,122.54,130.52
2015-11-25,122.75,129.94
2015-11-26,122.56,130.06
2015-11-27,122.64,129.75
2015-11-30,123.09,130.22
2015-12-01,123.18,130.57
2015-12-02,123.16,130.7
2015-12-03,123.31,131.58
2015-12-04,122.99,134.08
2015-12-07,123.42,133.4
2015-12-08,122.89,133.64
2015-12-09,122.51,134.04
2015-12-10,121.51,132.97
2015-12-11,121.48,133.02
2015-12-14,120.68,132.54
2015-12-15,120.99,132.97
2015-12-16,121.81,133.18
2015-12-17,122.52,132.82
2015-12-18,121.45,131.6
2015-12-21,121.37,131.93
2015-12-22,120.91,132.42
2015-12-23,120.85,131.92
2015-12-24,120.43,131.83
2015-12-28,120.46,132.05
2015-12-29,120.42,131.88
2015-12-30,120.5,131.66
2015-12-31,120.39,131.07
2016-01-04,119.09,129.78
2016-01-05,119.0,127.88
2016-01-06,118.4,127.19
2016-01-07,117.54,127.74
2016-01-08,118.32,128.51
2016-01-11,117.86,128.33
2016-01-12,117.93,127.79
2016-01-13,118.1,127.74
2016-01-14,117.75,128.26
2016-01-15,117.1,127.8
2016-01-18,117.32,127.78
2016-01-19,117.89,128.12
2016-01-20,116.7,127.28
2016-01-21,116.98,127.43
2016-01-22,118.22,127.77
2016-01-25,118.42,128.07
2016-01-26,118.32,128.22
2016-01-27,118.4,128.91
2016-01-28,118.88,129.62
2016-01-29,121.11,132.25
2016-02-01,121.27,131.99
2016-02-02,120.74,131.84
2016-02-03,119.44,130.58
2016-02-04,117.34,131.49
2016-02-05,116.68,130.71
2016-02-08,116.3,129.11
2016-02-09,114.87,129.07
2016-02-10,114.97,129.42
2016-02-11,112.19,127.3
2016-02-12,112.7,127.07
2016-02-15,114.13,127.6
2016-02-16,113.76,127.02
2016-02-17,114.13,127.1
2016-02-18,113.83,126.17
2016-02-19,113.01,125.4
2016-02-22,113.23,124.85
2016-02-23,111.91,123.12
2016-02-24,111.88,122.86
2016-02-25,112.46,124.01
2016-02-26,113.05,124.42
2016-02-29,113.1,123.14
2016-03-01,113.08,122.94
2016-03-02,114.29,124.07
2016-03-03,113.96,124.23
2016-03-04,113.74,124.77
2016-03-07,113.62,124.45
2016-03-08,112.99,124.6
2016-03-09,112.67,123.63
2016-03-10,114.09,123.87
2016-03-11,113.77,126.17
2016-03-14,113.64,126.36
2016-03-15,112.85,125.36
2016-03-16,113.59,125.68
2016-03-17,111.64,126.28
2016-03-18,111.53,125.79
2016-03-21,111.74,125.94
2016-03-22,111.6,125.13
2016-03-23,112.8,126.01
2016-03-24,112.44,125.41
2016-03-29,113.57,127.13
2016-03-30,112.48,127.37
2016-03-31,112.34,127.9
2016-04-01,112.03,128.07
2016-04-04,111.57,126.97
2016-04-05,110.68,125.81
2016-04-06,110.38,125.13
2016-04-07,108.37,123.15
2016-04-08,108.56,123.36
2016-04-11,108.24,123.28
2016-04-12,108.32,123.44
2016-04-13,109.28,123.47
2016-04-14,109.39,123.09
2016-04-15,108.92,122.91
2016-04-18,108.19,122.32
2016-04-19,109.41,124.1
2016-04-20,109.15,124.2
2016-04-21,109.64,124.5
2016-04-22,110.86,124.86
2016-04-25,110.93,124.95
2016-04-26,111.15,125.45
2016-04-27,111.29,125.79
2016-04-28,108.15,122.84
2016-04-29,107.29,122.34
2016-05-02,106.56,122.47
2016-05-03,105.91,122.53
2016-05-04,106.58,122.62
2016-05-05,107.1,122.51
2016-05-06,106.97,122.23
2016-05-09,108.28,123.39
2016-05-10,109.12,124.12
2016-05-11,108.77,124.09
2016-05-12,109.32,124.5
2016-05-13,108.88,123.56
2016-05-16,108.86,123.27
2016-05-17,109.5,123.93
2016-05-18,109.39,123.38
2016-05-19,110.0,123.17
2016-05-20,110.36,123.81
2016-05-23,109.41,122.7
2016-05-24,109.74,122.56
2016-05-25,110.17,122.79
2016-05-26,110.07,122.93
2016-05-27,109.65,122.46
2016-05-30,111.19,123.85
2016-05-31,111.02,123.83
2016-06-01,109.24,122.07
2016-06-02,109.01,121.96
2016-06-03,108.9,121.47
2016-06-06,107.13,121.58
2016-06-07,107.65,122.16
2016-06-08,107.02,121.77
2016-06-09,106.43,120.72
2016-06-10,106.86,120.79
2016-06-13,106.06,119.51
2016-06-14,106.0,118.98
2016-06-15,106.22,119.29
2016-06-16,104.39,116.65
2016-06-17,104.27,117.34
2016-06-20,104.63,118.57
2016-06-21,104.64,118.39
2016-06-22,104.59,118.01
2016-06-23,105.7,120.38
2016-06-24,102.32,113.23
2016-06-27,101.65,111.8
2016-06-28,102.41,113.4
2016-06-29,102.66,113.85
2016-06-30,102.73,114.05
2016-07-01,102.64,114.29
2016-07-04,102.61,114.29
2016-07-05,101.83,113.5
2016-07-06,100.71,111.48
2016-07-07,100.99,111.9
2016-07-08,100.42,111.17
2016-07-11,102.48,113.23
2016-07-12,103.94,115.29
2016-07-13,104.61,115.82
2016-07-14,105.66,117.88
2016-07-15,105.71,117.63
2016-07-18,105.69,116.82
2016-07-19,106.21,117.2
2016-07-20,106.54,117.33
2016-07-21,106.26,117.05
2016-07-22,106.1,116.86
2016-07-25,106.21,116.64
2016-07-26,104.27,114.67
2016-07-27,105.75,116.23
2016-07-28,104.72,116.14
2016-07-29,103.33,114.83
2016-08-01,102.36,114.28
2016-08-02,101.6,113.72
2016-08-03,101.09,113.22
2016-08-04,101.17,112.66
2016-08-05,101.05,112.73
2016-08-08,102.45,113.59
2016-08-09,102.25,113.27
2016-08-10,101.12,113.09
2016-08-11,101.36,113.05
2016-08-12,101.96,113.77
2016-08-15,101.05,112.97
2016-08-16,99.81,112.74
2016-08-17,100.68,113.53
2016-08-18,100.34,113.6
2016-08-19,100.24,113.53
2016-08-22,100.59,113.73
2016-08-23,100.08,113.48
2016-08-24,100.24,112.95
2016-08-25,100.49,113.45
2016-08-26,100.38,113.33
2016-08-29,102.27,114.24
2016-08-30,102.32,114.27
2016-08-31,103.31,115.01
2016-09-01,103.71,115.59
2016-09-02,103.48,115.83
2016-09-05,103.3,115.24
2016-09-06,103.41,115.39
2016-09-07,101.66,114.23
2016-09-08,101.63,114.8
2016-09-09,102.81,115.85
2016-09-12,101.89,114.38
2016-09-13,102.23,114.98
2016-09-14,102.84,115.37
2016-09-15,102.17,114.98
2016-09-16,101.86,114.35
2016-09-19,101.79,113.65
2016-09-20,101.87,113.93
2016-09-21,100.89,112.49
2016-09-22,100.72,113.19
2016-09-23,100.78,113.02
2016-09-26,100.44,113.11
2016-09-27,100.29,112.52
2016-09-28,100.61,112.93
2016-09-29,101.49,113.88
2016-09-30,101.33,113.09
2016-10-03,101.37,113.9
2016-10-04,102.59,114.5
2016-10-05,103.16,115.65
2016-10-06,103.71,116.0
2016-10-07,103.63,115.44
2016-10-10,103.4,115.39
2016-10-11,103.71,114.9
2016-10-12,103.9,114.5
2016-10-13,103.72,114.49
2016-10-14,104.31,114.76
2016-10-17,104.11,114.46
2016-10-18,104.04,114.37
2016-10-19,103.37,113.49
2016-10-20,103.61,113.76
2016-10-21,103.77,112.96
2016-10-24,104.02,113.29
2016-10-25,104.53,113.65
2016-10-26,104.32,113.97
2016-10-27,104.69,114.39
2016-10-28,105.38,115.1
2016-10-31,105.03,114.97
2016-11-01,104.83,115.57
2016-11-02,103.31,114.62
2016-11-03,103.26,114.25
2016-11-04,102.98,114.24
2016-11-07,104.32,115.4
2016-11-08,104.78,115.66
2016-11-09,103.92,114.54
2016-11-10,106.84,116.4
2016-11-11,106.35,115.96
2016-11-14,107.89,116.27
2016-11-15,108.27,116.55
2016-11-16,109.56,117.25
2016-11-17,109.28,117.12
2016-11-18,110.03,116.95
2016-11-21,110.61,117.59
2016-11-22,110.9,117.74
2016-11-23,111.34,118.04
2016-11-24,113.23,119.43
2016-11-25,113.04,119.73
2016-11-28,112.63,119.25
2016-11-29,112.97,119.48
2016-11-30,113.29,120.48
2016-12-01,114.23,121.39
2016-12-02,113.89,121.2
2016-12-05,114.3,122.32
2016-12-06,113.92,122.28
2016-12-07,114.09,122.42
2016-12-08,113.93,122.61
2016-12-09,115.05,121.48
2016-12-12,115.79,122.69
2016-12-13,115.24,122.27
2016-12-14,114.98,122.39
2016-12-15,118.08,123.03
2016-12-16,118.19,123.38
2016-12-19,117.24,122.19
2016-12-20,118.13,122.43
2016-12-21,117.37,122.31
2016-12-22,117.64,122.86
2016-12-23,117.37,122.6
2016-12-27,117.39,122.61
2016-12-28,117.67,122.39
2016-12-29,116.75,122.04
2016-12-30,117.07,123.4
2017-01-02,117.46,122.92
2017-01-03,118.2,122.75
2017-01-04,117.51,122.64
2017-01-05,116.54,122.38
2017-01-06,116.0,122.83
2017-01-09,116.64,122.66
2017-01-10,116.25,122.84
2017-01-11,116.29,122.14
2017-01-12,113.95,121.69
2017-01-13,114.35,121.91
2017-01-16,114.13,120.91
2017-01-17,113.35,121.1
2017-01-18,113.51,121.05
2017-01-19,114.58,122.23
2017-01-20,115.19,122.47
2017-01-23,113.6,121.72
2017-01-24,113.37,121.85
2017-01-25,113.37,121.79
2017-01-26,114.39,122.4
2017-01-27,115.17,123.01
2017-01-30,114.54,121.76
2017-01-31,113.38,121.94
2017-02-01,113.3,122.25
2017-02-02,112.32,121.4
2017-02-03,113.11,121.49
2017-02-06,112.29,120.28
2017-02-07,112.36,119.94
2017-02-08,111.95,119.39
2017-02-09,112.27,120.04
2017-02-10,113.51,120.65
2017-02-13,113.75,120.9
2017-02-14,113.37,120.43
2017-02-15,114.5,120.85
2017-02-16,113.55,120.95
2017-02-17,112.75,120.08
2017-02-20,113.14,120.11
2017-02-21,113.67,119.77
2017-02-22,112.99,118.79
2017-02-23,112.83,119.3
2017-02-24,112.21,119.04
2017-02-27,112.28,118.87
2017-02-28,112.14,118.83
2017-03-01,113.78,119.84
2017-03-02,114.36,120.24
2017-03-03,114.37,120.83
2017-03-06,113.81,120.55
2017-03-07,114.04,120.61
2017-03-08,114.3,120.65
2017-03-09,114.63,120.95
2017-03-10,115.43,122.42
2017-03-13,114.74,122.35
2017-03-14,114.88,122.13
2017-03-15,114.64,121.77
2017-03-16,113.32,121.55
2017-03-17,113.15,121.49
2017-03-20,112.71,121.19
2017-03-21,112.55,121.58
2017-03-22,111.1,120.07
2017-03-23,110.66,119.36
2017-03-24,111.14,120.09
2017-03-27,110.14,119.93
2017-03-28,110.36,119.84
2017-03-29,110.88,119.17
2017-03-30,111.19,119.39
2017-03-31,111.82,119.55
2017-04-03,111.28,118.64
2017-04-04,110.37,117.55
2017-04-05,110.97,118.49
2017-04-06,110.85,118.23
2017-04-07,110.67,117.64
2017-04-10,111.29,117.72
2017-04-11,110.55,117.36
2017-04-12,109.59,116.22
2017-04-13,109.13,116.01
2017-04-18,108.84,116.26
2017-04-19,109.01,116.91
2017-04-20,109.04,117.16
2017-04-21,109.1,116.72
2017-04-24,110.32,119.67
2017-04-25,110.49,120.34
2017-04-26,111.4,121.35
2017-04-27,111.45,121.27
2017-04-28,111.4,121.76
2017-05-02,112.28,122.55
2017-05-03,112.16,122.47
2017-05-04,112.85,123.31
2017-05-05,112.48,123.29
2017-05-08,112.54,123.1
2017-05-09,113.92,124.04
2017-05-10,113.8,123.84
2017-05-11,113.9,123.69
2017-05-12,113.85,123.82
2017-05-15,113.43,124.45
2017-05-16,113.64,125.67
2017-05-17,112.28,124.82
2017-05-18,110.57,123.05
2017-05-19,111.24,124.35
2017-05-22,111.34,125.18
2017-05-23,111.12,124.62
2017-05-24,111.81,125.15
2017-05-25,111.76,125.33
2017-05-26,111.09,124.38
2017-05-29,111.34,124.57
2017-05-30,110.95,123.97
2017-05-31,110.86,124.4
2017-06-01,111.0,124.53
2017-06-02,111.46,125.02
2017-06-05,110.5,124.3
2017-06-06,109.36,123.12
2017-06-07,109.46,122.78
2017-06-08,110.22,123.77
2017-06-09,110.45,123.44
2017-06-12,109.88,123.3
2017-06-13,110.04,123.43
2017-06-14,110.31,123.58
2017-06-15,110.11,122.95
2017-06-16,111.34,124.33
2017-06-19,110.96,124.26
2017-06-20,111.38,124.25
2017-06-21,111.43,124.21
2017-06-22,111.26,124.27
2017-06-23,111.3,124.36
2017-06-26,111.67,124.93
2017-06-27,111.86,126.16
2017-06-28,112.11,127.53
2017-06-29,112.67,128.59
2017-06-30,111.94,127.75
2017-07-03,112.99,128.46
2017-07-04,113.25,128.57
2017-07-05,113.55,128.64
2017-07-06,113.32,129.01
2017-07-07,113.74,129.8
2017-07-10,114.15,129.98
2017-07-11,114.3,130.36
2017-07-12,113.56,130.02
2017-07-13,113.14,129.17
2017-07-14,113.1,129.1
2017-07-17,112.42,128.86
2017-07-18,112.04,129.46
2017-07-19,111.88,129.03
2017-07-20,112.25,128.92
2017-07-21,111.42,129.72
2017-07-24,110.83,129.09
2017-07-25,111.41,130.28
2017-07-26,111.87,130.26
2017-07-27,111.44,130.32
2017-07-28,111.15,130.37
2017-07-31,110.6,129.7
2017-08-01,110.51,130.53
2017-08-02,110.73,130.98
2017-08-03,110.38,130.91
2017-08-04,110.1,130.67
2017-08-07,110.86,130.78
2017-08-08,110.3,130.31
2017-08-09,109.74,128.74
2017-08-10,109.75,128.76
2017-08-11,109.15,128.41
2017-08-14,109.59,129.28
2017-08-15,110.41,129.67
2017-08-16,110.84,129.79
2017-08-17,110.12,128.81
2017-08-18,109.05,128.02
2017-08-21,108.98,128.17
2017-08-22,109.36,128.73
2017-08-23,109.09,128.71
2017-08-24,109.32,129.06
2017-08-25,109.75,129.59
2017-08-28,109.3,130.34
2017-08-29,108.62,130.86
2017-08-30,110.15,131.25
2017-08-31,110.62,130.81
2017-09-01,110.14,131.29
2017-09-04,109.7,130.6
2017-09-05,109.33,129.99
2017-09-06,108.89,129.92
2017-09-07,108.88,130.34
2017-09-08,107.38,129.5
2017-09-11,108.68,130.38
2017-09-12,109.72,130.93
2017-09-13,110.02,131.79
2017-09-14,110.69,131.55
2017-09-15,111.11,132.92
2017-09-18,111.39,133.09
2017-09-19,111.46,133.44
2017-09-20,111.29,133.63
2017-09-21,112.44,133.86
2017-09-22,112.04,134.01
2017-09-25,112.24,133.19
2017-09-26,111.98,131.99
2017-09-27,112.94,132.6
2017-09-28,112.55,132.56
2017-09-29,112.5,132.82
2017-10-02,112.82,132.5
2017-10-03,112.97,132.77
2017-10-04,112.39,132.47
2017-10-05,112.46,132.05
2017-10-06,112.95,132.23
2017-10-09,112.69,132.36
2017-10-10,112.36,132.55
2017-10-11,112.19,132.72
2017-10-12,112.28,133.12
2017-10-13,112.18,132.49
2017-10-16,111.83,131.99
2017-10-17,112.2,131.94
2017-10-18,112.88,132.62
2017-10-19,112.54,133.18
2017-10-20,113.17,133.75
2017-10-23,113.79,133.59
2017-10-24,113.89,133.95
2017-10-25,114.05,134.41
2017-10-26,113.8,133.75
2017-10-27,114.19,132.52
2017-10-30,113.53,131.83
2017-10-31,113.42,132.0
2017-11-01,114.19,132.6
2017-11-02,114.13,132.9
2017-11-03,113.94,132.82
2017-11-06,114.14,132.29
2017-11-07,114.19,132.03
2017-11-08,113.49,131.54
2017-11-09,113.28,131.75
2017-11-10,113.33,132.08
2017-11-13,113.31,132.07
2017-11-14,113.49,133.29
2017-11-15,112.71,133.45
2017-11-16,113.09,133.12
2017-11-17,112.61,132.82
2017-11-20,112.13,132.1
2017-11-21,112.54,131.87
2017-11-22,112.02,131.61
2017-11-23,111.23,131.79
2017-11-24,111.34,132.24
2017-11-27,111.02,132.69
2017-11-28,111.24,132.24
2017-11-29,111.81,132.24
2017-11-30,112.31,133.08
2017-12-01,112.49,133.7
2017-12-04,112.86,133.91
2017-12-05,112.58,133.37
2017-12-06,112.14,132.52
2017-12-07,112.74,132.88
2017-12-08,113.49,133.26
2017-12-11,113.31,133.66
2017-12-12,113.5,133.54
2017-12-13,113.32,132.99
2017-12-14,112.61,133.39
2017-12-15,112.19,132.45
2017-12-18,112.47,132.66
2017-12-19,112.69,133.23
2017-12-20,113.26,134.16
2017-12-21,113.49,134.59
2017-12-22,113.36,134.37
2017-12-27,113.24,134.7
2017-12-28,112.9,134.74
2017-12-29,112.57,135.01
2018-01-02,112.18,135.35
2018-01-03,112.26,134.97
2018-01-04,112.66,135.92
2018-01-05,113.28,136.45
2018-01-08,113.04,135.34
2018-01-09,112.56,134.31
2018-01-10,111.42,133.62
2018-01-11,111.67,134.19
2018-01-12,111.13,134.88
2018-01-15,110.62,135.81
